NaN,0,0,0,2.35764065802488e-09
NaN,0,0,0,3.29992316054925e-09
NaN,0,0,0,3.29992316054925e-09
NaN,0,0,0,2.35764065802488e-09
NaN,0,0,0,9.92157958398533e-10
NaN,0,0,0,8.88761437271446e-10
NaN,0,0,0,2.30781573331276e-11
NaN,0,0,0,9.93987559521747e-11
NaN,0,0,0,3.29992316054925e-09
NaN,0,0,0,1.26337820404033e-09
NaN,0,0,0,2.70085714888651e-12
NaN,0,0,0,2.35764065802488e-09
NaN,0,0,0,2.30781573331276e-11
NaN,0,0,0,8.88761437271446e-10
NaN,0,0,0,3.82483686627799e-09
NaN,0,0,0,1.54504504998908e-10
NaN,0,0,0,9.93987559521747e-11
NaN,0,0,0,2.35764065802488e-09
NaN,0,0,0,2.35764065802488e-09
NaN,0,0,0,8.88761437271446e-10
NaN,0,0,0,9.92157958398533e-10
NaN,0,0,0,9.92157958398533e-10
NaN,0,0,0,6.60208988020584e-10
NaN,0,0,0,2.30781573331276e-11
NaN,0,0,0,6.65488571288033e-09
NaN,0,0,0,2.35764065802488e-09
NaN,0,0,0,9.92157958398533e-10
NaN,0,0,0,2.35764065802488e-09
NaN,0,0,0,4.46238076139766e-09
NaN,0,0,0,2.30781573331276e-11
